ID,Nome,Artista,Letra
6455,Andorinha,Mara Lima,"Outro dia me senti tão só, com o peso da cruz
Um dia tornou-se noite, e a Lua não deu sua luz
Procurei um ombro amigo, pra desabafar
Mas, infelizmente, não consegui achar
Pensei vou seguir sozinha, eu tenho que tentar
Foi quando no temporal, ouvi uma voz a me dizer
Se a luta é tão grande, sozinha não vais vencer
Como uma andorinha voando sozinha não faz verão
Como um barco a deriva sendo açoitado pelos
Vendavais
Assim é a nossa vida, quando vem a luta, nos falta
Fé
Nesse momento gritamos
Socorre-nos Homem de Nazaré
Homem de Nazaré, Homem de Nazaré
Tu pensas em seguir sozinha, com o peso da sua cruz
Cristo verdadeiro amigo, está a lhe dizer
Se a luta for tão grande, sozinha não vais vencer
Como uma andorinha"
6456,Meu Bem Querer,Djavan,"Meu bem querer é segredo, é sagrado
Está sacramentado em meu coração
Meu bem querer, tem um quê de pecado
Acariciado pela emoção
Meu bem querer, meu encanto
Tô sofrendo tanto, amor
E o que é o sofrer
Para mim que estou
Jurado pra morrer de amor
Meu bem querer é segredo, é sagrado
Está sacramentado em meu coração
Meu bem querer, tem um quê de pecado
Acariciado pela emoção
Meu bem querer, meu encanto
Tô sofrendo tanto, amor
E o que é o sofrer
Para mim que estou
Jurado pra morrer de amor"
6457,O Calhambeque (Road Hog),Roberto Carlos,"Essa é umas das muitas histórias que acontecem comigo
Primeiro foi Suzy, quando eu tinha lambreta
Depois comprei um carro, parei na contra-mão
Tudo isso sem contar o tremendo tapa que eu levei
Com a história do Splish Splash
Mas essa história também é interessante
Mandei meu Cadillac pro mecânico outro dia
Pois há muito tempo um conserto ele pedia
E como vou viver sem um carango pra correr?
Meu Cadillac, bi-bi
Quero consertar meu Cadillac
Com muita paciência o rapaz me ofereceu
Um carro todo velho que por lá apareceu
Enquanto o Cadillac consertava, eu usava
O Calhambeque, bi-bi
Quero buzinar o Calhambeque
Saí da oficina um pouquinho desolado
Confesso que estava até um pouco envergonhado
Olhando para o lado com cara de malvado
O Calhambeque, bi-bi
Buzinei assim o Calhambeque
E logo uma garota fez sinal para eu parar
E no meu Calhambeque fez questão de passear
Não sei o que pensei, mas eu não acreditei
Que o Calhambeque, bi-bi
O broto quis andar no Calhambeque
E muitos outros brotos que encontrei pelo caminho
Falavam: Que estouro, que beleza de carrinho
E fui me acostumando e do carango fui gostando
E o Calhambeque, bi-bi
Quero conservar o Calhambeque
Mas o Cadillac finalmente ficou pronto
Lavado, consertado, bem pintado, um encanto
Mas o meu coração, na hora exata de trocar
Aha ha!
O Calhambeque, bi-bi
Meu coração ficou com o Calhambeque
Bem! Vocês me desculpem, mas agora eu vou-me embora
Existem mil garotas querendo passear comigo
É, mas é por causa desse Calhambeque, mora?
Bye! Bye! Bye!"
6458,Inútil Paisagem,Tom Jobim,"Mas pra quê?
Pra que tanto céu?
Pra que tanto mar? Pra quê?
De que serve esta onda que quebra?
E o vento da tarde? De que serve a tarde?
Inútil paisagem
Pode ser que não venhas mais
Que não voltes nunca mais
De que servem as flores que nascem pelos caminhos?
Se meu caminho sozinho é nada"
6459,Paz do Meu Amor,Luiz Vieira,"Você é isso: Uma beleza imensa,
Toda recompensa de um amor sem fim.
Você é isso: Uma nuvem calma
No céu de minh'alma; é ternura em mim.
Você é isso: Estrela matutina,
Luz que descortina um mundo encantador.
Você é isso: É parto de ternura,
Lágrima que é pura, paz do meu amor."
6460,Tristeza de Nós Dois,Tom Jobim,"Quando a noite vem
Vem a saudade
Do carinho seu
Olha meu amor
Chego a pensar
Que o nosso amor
Não morreu
Quando esta tristeza
Vem falar
Das coisas de você
Ouço a tua voz no ar
Vejo o teu olhar no céu
A chorar, como eu
Com saudade, também."
6461,Can Your Pussy Do The Dog?,The Cramps,"Here, kitty kitty
You better move along
Cuz the big cats walk at the break of dawn
Now doggonnit, baby
Ooh, I said doggone
Hey, can your pussy do the dog?
Can your pussy do the dog?
Can your pussy do the houndog, baby?
Can your pussy do the dog?
Well, rhis whole mess useless now as a whistle on a plow
If your pussy can't do the dog
I'm the king of the jungle
They call me tiger man
I'm gonna do the bird
If I can, if I can
My bird can do the dog
If your pussy can
Hey, can your pussy do the dog? Tell me!
Can your pussy do the dog?
Can your pussy do the bulldog, baby?
Can your pussy do the dog?
Come on and wag that tail
Baby, you can't fail
If'n your pussy can't do the dog
Hey, hey, hey!
Hully, hully, gully
Hully, hully gully
Hully, hully gully
Hully, hully gully
No pedigree from France will get you in the dance
Lessin' your pussy can do the dog
Hey, can your pussy do the dog?
Can your pussy do the dog?
Can your pussy do the puddle dog, baby?
Can your pussy do the dog?
Come on and wag that tail, baby you can't fail
If'n your pussy can do the dog
Cha cha cha!"
6462,There I've Said It Again,Bobby Vinton,"I love you, there's nothing to hide
It's better than burning inside
I love you, no use to pretend
There! I've said it again
I've said it, what more can I say
Believe me, there's no other way
I love you, I will to the end
There! I've said it again
I try to drum up
A phrase that will sum up
All that I feel for you
But what good are phrases
The thought that amazes
Is that you love me
And it's heavenly
Forgive me for wanting you so
But one thing I want you to know
I've loved you since heaven knows when
There! I've said it again"
6463,Smoke On The Water,Deep Purple,"We all came out to Montreaux
On the Lake Geneva shoreline
To make records with a mobile
We didn't have much time
Frank Zappa and the Mothers
Were at the best place around
But some stupid with a flare gun
Burned the place to the ground
Smoke on the water, fire in the sky
Smoke on the water
They burned down the gambling house
It died with an awful sound
Funky Claude was running in and out
Pulling kids out the ground
When it all was over
We had to find another place
But Swiss time was running out
It seemed that we would lose the race
Smoke on the water, fire in the sky
Smoke on the water
We ended up at the Grand Hotel
It was empty, cold and bare
But with the Rolling truck Stones thing just outside
Making our music there
With a few red lights and a few old beds
We made a place to sweat
No matter what we get out of this
I know, I know we'll never forget
Smoke on the water, fire in the sky
Smoke on the water"
6464,Luz Negra,Nelson Cavaquinho,"Sempre só
Eu vivo procurando alguém
Que sofre como eu também
E não consigo achar ninguém
Sempre só
E a vida vai seguindo assim
Não tenho quem tem dó de mim
Estou chegando ao fim
A luz negra de um destino cruel
Ilumina um teatro sem cor
Onde estou desempenhando o papel
De palhaço do amor"
6465,Nada Mudou (Poesia Acústica #11),Pineapple,"[L7NNON]
Ó, nem me falou teu sobrenome pra eu te achar no Insta
Eu tô pra ver se alguém que eu conheço te conhece, ahn
Disse pra mim que foi bom me ver na pista
Que pessoalmente é melhor que na Internet, ahn
Ela brinca com a postura do homem
Joga na cara e depois ela some
Diz que perde pra minha cara de tralha
E que não acreditava que eu tava na 11, ahn
A cara do freio, que deixa ela louca, ahn
Bem que eu te avisei que vou beijar tua boca
Sem medo de nada, cheia de marra, maravilhosa
Pra acabar com tua marra eu chego no ouvido e falo: Gostosa
Cansado de ouvir quem nunca fez nada por mim
Eu devo nada a ninguém, nós pode fazer o que tiver a fim
Tipo, linda, dança pra mim
Faz o que tu quiser, tu sabe que eu tô a fim
Vai me dizer que não quer?
Dentro do carro com ela do lado eu fico suave
Se ela tá no volante é tipo avião pilotando a nave
Eu canetando várias frase e fazendo barulho
Escrevendo a vida e falando de tudo
Enquanto eles tão falando isso e aquilo
Meu som toca nos quatro canto do mundo, é
Eu vou beijar tua boca tirando tua roupa
Impossível querer te trocar por outra
[MC Chris]
Quero sentir a sensação da primeira vez que te vi
Explicar pro coração que cê faz falta nem sempre dá
Te vejo nos melhores sonhos, tenho planos pra nós
Se te beijo, ouço o som dos anjos
Com seu rosto, sua voz, tô indo te buscar
Ter onde voltar, pra onde chegar, chegar
Cê me deixa sem ar
Pra nunca faltar motivos pra comemorar
Sem compromisso, cê gosta disso
Amor como o nosso é tão bom
Muda esse disco, eu não corro risco
Minha melhor inspiração
[MC Ryan SP e MC Chris]
A medida do amor é amar sem ter medida
Por isso eu te amei muito, mulher
Quebrei a cara confiando em amar e você me ensinou como é
Me entreguei nessa ilusão, fui cobaia nessa palhaçada
Não vou mais me apaixonar, vou viver na revoada
Pra todo game over vai existir um play
Você jogou fora todo amor que eu te dei
Assim que quer, assim será, eu vou pra não voltar
Tubarão, se ela brota na sua revoada?
Juro, não vou deixar ela entrar
Se ela aparecer no quarto pelada?
Ah me desculpa, eu vou ter que evitar
Mas se ela te liga na madrugada?
Caixa postal, não adianta ligar
E todas as vezes que eu te perdoei
Achando que o amor poderia vingar?
Nega, por que me rejeita? Fiquei na sarjeta
Culpa do amor metido à besta
Nega, esqueça da princesa, celebra a sexta-feira
A riqueza do amor é ter pureza e você não teve
[Lourena]
Você prometeu, prometeu um final feliz
Mas se esqueceu, esqueceu, esqueceu de mim
Se não quer se iludir, quer ficar na revoada
Como confiar em ti se você não para em casa?
Eu sou mulher pra caralho, só você não percebeu
Que teus amigos queriam um fechamento como eu
Mas, danado, sem querer eu gostei de você
Reclamo se eu vejo outra te querendo
Não que eu goste assim, só tô a fim de bagunçar
Lourena que lançou a braba
Hoje eu te faço enlouquecer
O que eu pedir tu vai ter que fazer
Caso o contrário eu vou dizer
Que eu não te amo, várias queixas de você
Por que fez isso comigo?
Hein, Xamã?
[Xamã]
Estamos junto e separados, baby
Por que somos tão errados? Ahn
Cês duas de papin'
Geral tá ligado que nós tem um lancin'
Sem caô, diamante, filme e lanchin'
A passagem tá mó cara, falta amor aí (trem de Inhoaíba)
Eu te amo desde os tempos lá de Sepetiba
Tinha um par de asas e uma calça comprida
Isopor vendendo Bud, cinco conto à vista
Cheio de marra, só pegava capa de revista
Me beije com lip tint, vamo resolver essa porra em cima do beat
Ou tu quer eu ou tu quer ela, decide
Nós dois fazendo surubão de Nikity City
Xamã demônio da Viking, vixe
Essa relação deixou minha mente mais triste
Ou tu quer eu ou tu quer ele, decide
Se tu quer golpe, eu sou do Karatê Kid
Tira o sutiã do cabide
Sem compromisso, cê gosta disso
Fla-Flu, churrasco e cerva latão
A cara dos filho da Deise, ouvindo L7 bolado
Azzy tá vindo de lace, Xamãzin é o mais malvado
Deixa que eu me viro, deixa, de qualquer maneira
Baby, vou te amar pra vida inteira
Queixas, qual a cor das terças?
Por que não me beijas? Culpa do Xamã metido à besta
[Azzy]
Ei, quando você vem? Preciso saber pra eu não sair
Quero te ver, me resolver, amor, não faz assim
Então deixa eu te mostrar, aqui é teu lugar
Contigo não tenho segredo
Amor, você sabe que eu morro de medo da gente terminar
Nós bate de frente toda hora
Mas quando cê sai eu sempre choro
Pensa com carinho, vê se rola
Nós no escurinho, eu te devoro
Abraça meu papo que eu te abraço forte
Azar no jogo, muita fé na sorte
Não mente pra mim, não quero me enganar
Não, não, não, não, beija minha boca, beija
Os problemas deixa, deixa pra amanhã esses caô
Veja, numa sexta-feira, na praia, na beira
Amanhecendo e nós fazendo amor
[MC Poze do Rodo]
Oi, tá com saudade e quer me ver
E ama a minha pegada
Mas essa vida que eu levo
O tempo é curto, eu confesso
Bem que seria uma boa ter você por perto
Mas não tô podendo me apegar
Se for um lance, isso nós pode ver
A melhor forma de se entender
Mente criminosa, coração bandido
Não posso fugir desse meu instinto
Não faço poesia, faço trabalho lindo
Se o trem passar, melhor sair do trilho
É o Poze
Peita, a grana tá na mesa
Nós é faixa preta, têm várias princesa querendo fuder
Peita, Malak bandido, solta o beat ao vivo
Mente visionária faz acontecer
Oi, preta, a grana tá na mesa
Nós é faixa preta, têm várias princesa querendo fuder
Peita, Malak bandido, solta o beat ao vivo
Mente visionária faz acontecer
[Cynthia Luz]
Baby, eu te provo no contrário
Na boca que beija e nesse mesmo cenário
Todo dia eu quero o seu amor, eu nem disfarço
Baby, eu te chamei porque o nosso tempo é raro
Esquecer a dor nunca foi fácil
Valor do nosso laço, tu sempre do meu lado
Outras até tentaram, mas todas falharam
Nosso corpo é só um, perdidos em comum, só um
Peço a Deus que nos dê mais amor pra caminhar
Tire de nós o orgulho, a lembrança que sempre machuca
E nos meus olhos tu veja a vontade de te amar, amar
Sempre me escondo dessa escuridão que me assusta
Deixa que a gente se beija, chega de besteira
Pra nós todo dia é sexta-feira
Beija, sei que tu deseja, vem pra cama e beija
Baby, pode me culpar, enfim sós
Deixa que a gente se beija, chega de besteira
Pra nós todo dia é sexta-feira
Beija, sei que tu deseja, vem pra cama e beija
Baby, pode me culpar, enfim sós
Deixa, deixa, deixa"
6466,O Meu Senhor Já Estava,J Neto,"Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
No meio da igreja Ele passeava
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
No meio da igreja Ele passeava
E quando eu cheguei aqui, meu Senhor já estava
Um lindo coral de anjos aqui chegou
Vieram acompanhando o meu Senhor
A mesa já está posta e não falta nada
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
No meio da igreja Ele passeava
Quando eu cheguei aqui, meu Senhor já estava
A essência do amor Ele deixou aqui
Esse cheiro suave vai nos fazer feliz
Tirou do meu coração todas as mágoas
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
No meio da igreja ele passeava
E quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
Quando eu cheguei aqui, meu Senhor já estava
No meio da igreja Ele passeava
Quando eu cheguei aqui, meu Senhor já estava
Meu Senhor já estava
Meu Senhor já estava
Meu Senhor já estava
Meu Senhor já estava"
6467,Esse Mundo É Meu,Elis Regina,"Esse mundo é meu
Esse mundo é meu
Esse mundo é meu
Esse mundo é meu
Fui escravo no reino
E sou
Escravo no mundo em que estou
Mas acorrentado ninguém pode
Amar
Mas acorrentado ninguém pode
Amar
Saravá ogum
Mandinga pra gente continua
E cadê o despacho pra acabar
Santo guerreiro da floresta
Se você não vem eu mesmo vou
Brigar
Se você não vem eu mesmo vou
Brigar
Escravo do reino
E sou
Escravo do mundo em que estou
Mas acorrentado ninguém pode
Amar
Mas acorrentado ninguém pode
Amar
Saravá ogum
Mandinga pra gente continua
E cadê o despacho pra acabar
Santo guerreiro da floresta
Se você não vem eu mesmo vou
Brigar
Se você não vem eu mesmo vou
Contar o que há
É tempo de dizer quem sou
Sim, eu cansei de lutar
E agora quero descansar
Tanto eu esperei para vencer
E agora vejo que perder
Nada mais é do que cansar
Eu cansei e perdi
Em tanta coisa acreditei
Se ninguém viu o que eu vi
Ninguém sabe mais do que eu sei
Mas se a esperança vai me deixar
E nem mais vou saber chorar
Nem sorrir, sem amor para dar
Não, é preciso não morrer
É preciso decidir de uma vez
O que há pra fazer
Ou viver ou morrer
Há tanto para se fazer
É ou viver ou morrer
Há tanto para se fazer
Todas as canções que eu já cantei
Agora têm de me valer
E me fazer acreditar
Que é preciso viver
E o resto é só deixar pra lá
E mesmo, só vou seguir
E nada me fará mudar
Nada me fará mudar
Nada me fará mudar
E nada me fará mudar
Nada me fará mudar
E nada me fará mudar
Nada me fará mudar"
6468,A Primeira Que Comungou,Toca de Assis,"A primeira que comungou foi a Virgem Maria
A primeira que recebeu Jesus no coração
A primeira que anunciou foi a Virgem Maria
E gerou na fé o profeta que de Isabel nasceu
Foi por Ela que aconteceu a primeira adoração
E quando os magos a encontraram
Houve a primeira grande exposição
Mãe, capela do Santíssimo, sacrário do amor
Expõe para nós Teu filho
Expõe para nós Teu filho
Mãe, capela do Santíssimo, morada do Senhor
Expõe para nós Teu filho
Expõe para nós Teu filho
Primeiro ostensório do Senhor
A primeira que anunciou foi a Virgem Maria (foi Maria)
A primeira que recebeu Jesus no coração
Foi por Ela que aconteceu a primeira adoração
E quando os magos a encontraram
Houve a primeira grande exposição
Mãe, capela do Santíssimo, sacrário do amor
Expõe para nós Teu filho
Expõe para nós Teu filho
Mãe, capela do Santíssimo, morada do Senhor
Expõe para nós Teu filho
Expõe para nós Teu filho
Primeiro ostensório do Senhor
Mãe, capela do Santíssimo, sacrário do amor
Expõe para nós Teu filho
Expõe para nós Teu filho
Mãe, capela do Santíssimo, sacrário do amor
Expõe para nós Teu filho (o Senhor)
Expõe para nós Teu filho
Primeiro ostensório do Senhor"
6469,A Perereca da Vizinha,Sky Love do Forró,"Eita, que bichinha mais safada
Não sei o que fazer com essa danada
E quando ela chega ao meu quintal
Primeiro o que ela faz é sentar no meu varal
Eita, que bichinha mais safada
Não sei o que fazer com essa danada
E quando ela chega ao meu quintal
Primeiro o que ela faz é sentar no meu varal
Que coisa linda, ela é bonita
Eu me encantei, quero todo dia ela outra vez
Que coisa linda, ela é bonita, quero te pegar
Quero brincar com ela no quintal da minha casa
Ah, a perereca da vizinha tá sentada na minha vara, aha
Eh, ehe, e a perereca da vizinha tá sentada no meu pé, ehe
E a perereca da vizinha tá sentada no meu pé, ehe
Ih, ihi, a perereca da vizinha tá nadando no meu rio, ihi
E a perereca da vizinha tá nadando no meu rio, ihi
Oh, oho, a perereca da vizinha tá sentada no meu colo, oho
E a perereca da vizinha tá sentada no meu colo, oho
Uh, e a perereca da vizinha está perto do sul
E a perereca da vizinha fica bem perto do sul, perto do sul
Eita, que bichinha mais safada
Não sei o que fazer com essa danada
E quando ela chega ao meu quintal
Primeiro o que ela faz é sentar no meu varal
Eita, que bichinha mais safada
Não sei o que fazer com essa danada
E quando ela chega ao meu quintal
Primeiro o que ela faz é sentar no meu varal
Que coisa linda, ela é bonita
Eu me encantei, quero todo dia ela outra vez
Que coisa linda, ela é bonita, quero te pegar
Quero brincar com ela no quintal da minha casa
Ah, e a perereca da vizinha tá sentada na minha vara, aha
Eh, ehe, e a perereca da vizinha tá sentada no meu pé, ehe
E a perereca da vizinha tá sentada no meu pé, ehe
Ih, ihi, a perereca da vizinha tá nadando no meu rio, ihi
E a perereca da vizinha tá nadando no meu rio, ihi
Oh, oho, e a perereca da vizinha tá sentada no meu colo, oho
E a perereca da vizinha tá sentada no meu colo, oho
Uh, e a perereca da vizinha foi embora
Uh, e a perereca da vizinha está perto do sul
E a perereca da vizinha fica bem perto do sul, perto do sul"
6470,Quero Me Casar Contigo,Roberto Carlos,"Quero me casar contigo
Não me abandones
Tenha compaixão
A coisa que eu tenho
Mais medo na vida
É saber que um dia
Posso perder teu coração
Quero me casar contigo
Não me abandones
Tenha compaixão
A coisa que eu tenho
Mais medo na vida
É saber que um dia
Posso perder teu coração
Não fale nem de brincadeira
Nem pense nunca nunca
Em me deixar assim
Viver sem ti
É perder o teu carinho
Meu Deus do Céu
Que será de mim ?
Viver sem ti
É perder o teu carinho
Meu Deus do Céu
Que será de mim ?
Não fale nem de brincadeira
Nem pense nunca nunca
Em me deixar assim
Viver sem ti
É perder o teu carinho
Meu Deus do Céu
Que será de mim ?"
6471,O Sol Nascerá,Cartola,"A sorrir
Eu pretendo levar a vida
Pois chorando
Eu vi a mocidade perdida
A sorrir
Eu pretendo levar a vida
Pois chorando
Eu vi a mocidade perdida
Finda a tempestade
O Sol nascerá
Finda esta saudade
Hei de ter outro alguém para amar
A sorrir
Eu pretendo levar a vida
Pois chorando
Eu vi a mocidade perdida
A sorrir
Eu pretendo levar a vida
Pois chorando
Eu vi a mocidade perdida"
6472,Bossa Nova Baby,Elvis Presley,"I said take it easy baby
I worked all day and my feet feel just like lead
You got my shirt tails
Flying all over the place
And the sweat poppin' out of my head
She said: Go bossa nova baby
Keep on workin' for this ain't no time to quit
She said: Go, bossa nova baby
Keep on dancin'
I'm about to have myself a fit
Bossa nova, bossa nova
I said: Hey little mama
Let's sit down and
Have a drink and dig the band
She said: Drink, drink, drink
Oh, fiddle-de-dink
I can dance with a drink in my hand
She said: Hey bossa nova, baby
Keep on working child
This ain't no time to drink
She said: Go bossa nova baby
Keep on dancin'
'Cause I ain't got the time to think
Bossa nova, bossa nova
I said: Come on baby
It's hot in here
And it's oh so cool outside
If you lend me a dollar
I can buy some gas
And we can go for a little ride
She said: Hey bossa nova, baby
Keep on working child
I ain't got the time for that
She said: Go bossa nova baby
Keep on dancin'
Or I'll find myself another cat
Bossa nova, bossa nova
Bossa nova, bossa nova"
6473,Diz Que Fui Por Aí,Luiz Melodia,"Se alguém perguntar por mim
Diz que fui por aí
Levando um violão debaixo do braço
Em qualquer esquina, eu paro
Em qualquer botequim, eu entro
E se houver motivo é mais um samba que eu faço
Se quiserem saber se (eu) volto, diga que sim
Mas só depois que a saudade se afastar de mim
Mas só depois que a saudade se afastar de mim
Tenho um violão para me acompanhar
Tenho muitos amigos, eu sou popular
Tenho a madrugada como companheira
A saudade me dói e em meu peito me rói
Eu estou na cidade eu estou na favela
Estou por aí sempre pensando nela
Pensando nela, pensando"
6474,Serenata da Chuva,Altemar Dutra,"Só lá fora à chuva que cai
Só eu pego o meu violão
Ah, tanjo o bordão e esta canção, tão triste sai
Sou um seresteiro à sonhar, só sem ter ninguém sem luar
Canto e a chuva fria cai, canto nesta noite assim
Chove solidão, dentro de mim
Onde andará, neste momento o meu amor, em que pensará
Longe de mim, sem meu calor
Tão sozinho agora estou, canto e a chuva não tem fim
Chove esta saudade, sobre mim
Canto e a chuva fria cai, canto nesta noite assim
Chove esta saudade, sobre mim"
6475,Meu Berimbau,Mestre Barrão,"Meu berimbau, meu berimbau ê
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Berimbau do mestre Valdemar
Do mestre Canjiquinha e do mestre Aberre
Veja só que berimbau maneiro
Foi um presente que eu fiz pra você
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Quando eu pego meu berimbau
Toco Iúna e cavalaria
São Bento Grande, São Bento Pequeno
Angola, Benguela e Santa Maria (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Oi, menino pega o berimbau
Toca bonito que o mestre quer ver
Vem tocar pro mestre Pirajara
Pro mestre Duvali e o mestre Zabale (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
Meu berimbau, meu berimbau ê (berimbau e)
É, mas o tempo vai
É, mas o tempo vem
Esse gunga é meu, foi meu mestre que deu
Eu não dou pra ninguém (berimbau e)"
6476,Saudade,Higor Rocha,"Tava em casa pensado em nós dois
Fiz uma viagem voltei no tempo
Quando percebi que já foi, veio o arrependimento
Se não fosse tão tarde pra gente voltar
Sem o orgulho eu confesso, eu iria apelar
Eu queria somente uma noite contigo outra vez
E te dar o amor que eu nunca te dei
São 4 da manhã e ainda estou na rua
Beijando outra boca pra esquecer a sua
Me vejo em outros braços que não são os seus
Buscando aquele amor que era seu e meu
Morrendo de saudade do nosso passado
Agora meu presente é sem você do lado
E quando chego em casa bate o desespero
Por que na minha cama ainda tem seu cheiro
Ai saudade, ohh deu medo
De nunca mais ter o seu beijo
Ai saudade, ohh deu medo
De nunca mais ter o seu beijo
Tava em casa pensado em nós dois
Fiz uma viagem voltei no tempo
Quando percebi que já foi, veio o arrependimento
Se não fosse tão tarde pra gente voltar
Sem o orgulho eu confesso, eu iria apelar
Eu queria somente uma noite contigo outra vez
E te dar o amor que eu nunca te dei
São 4 da manhã e ainda estou na rua
Beijando outra boca pra esquecer a sua
Me vejo em outros braços que não são os seus
Buscando aquele amor que era seu e meu
Morrendo de saudade do nosso passado
Agora meu presente é sem você do lado
E quando chego em casa bate o desespero
Por que na minha cama ainda tem seu cheiro
Ai saudade, ohh deu medo
De nunca mais ter o seu beijo
Ai saudade, ohh deu medo
De nunca mais ter o seu beijo"
6477,Consolação,Baden Powell,"Se não tivesse o amor
Se não tivesse essa dor
E se não tivesse o sofrer
E se não tivesse o chorar
Melhor era tudo se acabar
Eu amei, amei demais
O que eu sofri por causa do amor
Ninguém sofreu
Eu chorei, perdi a paz
Mas o que eu sei
É que ninguém nunca teve mais
Mais do que eu"
6479,Olha o Passo do Elefantinho (Baby Elephant Walk),Trio Esperança,"Quando ele nasce já é forte
Mesmo grande é tão engraçadinho
É bom, traz sorte
Trate com carinho tudo aquilo
O fiozinho do seu cabelo
É bastante para coduzi-lo
Veja como ele é bonitinho
Olha o pêlo dele como brilha
Lá vai, na trilha
Olha o passo do elefantinho
No circo em festa
ou na floresta
ele é sempre o bicho mais bonzinho
Veja como ele é bonitinho
Olha o pêlo dele como brilha
Lá vai, na trilha
Olha o passo do elefantinho
No circo em festa
ou na floresta
ele é sempre o bicho mais bonzinho"
6480,Telefone,Tim Maia,"- Alô
- Alô
- Quem fala ?
- Sou eu, amor. Você não se lembra mais da minha voz?
- Mas essa hora da manhã?
- Ah, eu queria tanto te ver
- Às quatro horas da manhã?
- Ah, eu não consigo dormir, eu preciso te ver
Eu bem que te avisei pra não levar a sério
O nosso caso de amor
Eu sempre fui sincero e você sabe muito bem
Eu bem que te avisei pra não levar a sério
O nosso caso de amor
Eu sempre fui sincero e você sabe muito bem
Eu não te prometi nada
Não venha me cobrar por esse amor
Pois esse sentimento eu não tenho pra te dar
Sinto muito em te dizer, vê se tenta esquecer
Os momentos que passamos
Que juntinhos nos amamos
Leve um beijo e adeus"
6481,Exército do Surf,Wanderlea,"Nós somos jovens
Jovens, jovens
Somos o exército do surf
Sempre a cantar
(sempre a cantar)
Vamos deslizar
(vamos deslizar)
E quem não souber
(e quem não souber)
Eu vou ensinar
Vou dizer porque
(vou dizer porque)
Amo tanto o mar
(amo tanto o mar)
Balançando assim
Você junto a mim
Vivo a cantar"
6482,O Relógio (El Reloj),Trio Irakitan,"Por que não páras relógio?
Não me faças padacer
Ela irá para sempre
Breve o sol vai nascer
Não vê, só tenho esta noite
Para viver nosso amor
Teu badalar me recorda
Que sentirei tanta dor
Detenha as horas relógio
Pois minha vida se apaga
Ela é a luz que ilumina meu ser, sem seu amor não sou nada
Detenha o tempo, te peço
Faz esta noite perpétua
Pra que meu bem não se afaste de mim, para que não amanheça."
6483,War,Filipe Ret,"É preciso ter um sonho pra se adaptar a realidade
E quanto menor é a adaptação a realidade
Maior é a necessidade de persistir no sonho até tu conseguir realizar
A realidade é um glorioso cemitério de sonhos
Vou construir o melhor castelo empilhando o meus paco
Pra mim o mínimo do mínimo é dar meu máximo
Nasci com o Deus da guerra no meu corpo evocado
O desejo de ser feliz é a meta dos fracos (ié ié)
Hoje só tô dependendo de mim
Tu tem que saber acreditar em si
Ela quer sentar junto com as amiguinha
Minha semente é boa, to colhendo green
Hoje minha grana trabalha pra mim
Sei que essa luta nunca vai ter fim
É que ela me ama porque eu sou assim
Mas nunca vai entender como eu cheguei aqui (ié ié)
Os otário são tão bonzinho, vamo pisar
Se falarem de compaixão vou rir até chorar
Não sei se o som é Beatles ou tiro de AK
Inimigos sem respirar me fazem cantar
Por quê?
Guerras não acabam até morrer, elas resistem
Meu bem
Guerras não acabam até morrer, elas resistem
War, war, war
War, war, war
War, war, war
War, war
Acende o isqueiro
Na patente mais alta sigo tacando o puteiro
O dia inteiro chapado, ela senta no pelo
Em câmera lenta enquanto aperto o baseado
A lei da selva e a lei do crime andam lado a lado
Toda quebrada eu considero e sou considerado
Disparo depois pergunto se machucou
Jogo band-aids essa é minha forma de amor
Sem urucum, mas tanto sangue me camuflou
Bactéria ou Deus não sei te dizer quem sou
Os otário são tão bonzinho vamo pisar
Se falarem de compaixão vou rir até chorar
Não sei se o som é Beatles ou tiro de AK
Inimigos sem respirar me fazem cantar
Por quê?
Guerras não acabam até morrer, elas resistem
Meu bem
Guerras não acabam até morrer, elas resistem
War, war, war
War, war, war
War, war, war
War, war"
