ID,Nome,Artista,Letra
7441,Until You Come Back To Me,Aretha Franklin,"Though you don't call anymore
I sit and wait in vain
I guess I'll rap on your door
Tap on your window pane
I wanna tell you, baby
Changes I've been going through, missing you, listen you
'Til you come back to me that's what I'm gonna do
Why did you have to decide
You had to set me free?
I'm gonna swallow my pride
And beg you to please, baby, please see me
I'm gonna walk by myself
Just to prove that my love is true, all for you, baby
'Til you come back to me that's what I'm gonna do
Living for you, my dear
Is like living in a world of constant fear
Hear my plea
I've got to make you see that our love is dying
Although your phone you ignore
Somehow I must explain
I'm gonna rap on your door, tap on your window pane
I'm gonna camp by your steps
Until I get through to you
I got to change your view, baby
'Til you come back to me that's what I'm gonna do
'Til you come back to me that's what I'm gonna do
'Til you come back to me that's what I'm gonna do
I'll gonna rap on your door, tap on your window pane
Open up, baby
I'll gonna rap on your door, tap on your window pane
I'll gonna rap on your door, tap on your window pane"
7442,Tu sei Così,Fred Bongusto,"Tu sei così,
Per questo ti vòglio bene.
Ora sei tu
Il mondo che m'appartiene.
Basta solo quel momento
E chiudi gli occhi e poi
Comincio io
Fatichiare, non volevo
Innamorarmi più,
Amore mio.
È come se tu avessi dato un pò di sole
Ad un fiore che muore.
Che ridere è pensarti e non voler s'innamorare
Perchè dopo fa male.
E tutti quei momenti in cui
Tu non sei tu
E non hai voglia di spiegare.
Per uno strano scherzo del destino sono io
Che ho paura di più,
Di più.
Tu sei cosi,
Per questo ti voglio bene.
Ora sei tu
Il mondo che m'appartiene.
Ubriaco di parole
Che per te voglio inventare,
Non so più che giorno è.
Un profumo di carezze,
Le tue dolci tenerezze e tutto resta
Che non me ha.
È come se tu avessi dato un pò di sole
Ad un fiore che muore.
Avrei saputo dire a te, solo a te,
Questo è amore.
E poi fantasticare
Su tutto quello che potrei fare per te,
Questo è amore.
Pensare ad ogni attimo felice
E rifarlo con te, con te.
Basta solo quel momento
E chiudi gli occhi e poi
Comincio io
Fatichiare, non volevo
Innamorarmi più,
Amore mio.
È come se tu avessi dato un pò di sole
Ad un fiore che muore.
È come se tu avessi dato a me, solo a me,
I primi baci d'amore.
Per un gioco del destino
Sono io che ho paura di più."
7443,Anastácio (Samba Enredo Para Um Sambista Morto),Cesar Costa Filho,"Caiu manso como a flor
Despetalou, morreu
E o morro madrugou
Levando um samba seu
Abre alas meu senhor
Que o samba entrou no céu
Deus lhe tenha eternamente
Numa roda de Noel
Se saudade fosse chuva
Temporal na despedida
Nossa escola era um aguaceiro
Soluçando na avenida
Caiu manso como a flor
Despetalou, morreu
E o morro madrugou
Levando um samba seu
Anástácio seu menino
Seu moleque cantador
Seu amor ficou chorando
Mas seu povo não calou
Se na hora do desfile
Cada um tem seu papel
Que loucura a gente ouvir
Seu apito lá do céu"
7444,Vai Doer,Cristiano Araújo,"Apaguei a luz do quarto
Na cama, no travesseiro
Tem seu cheiro pra todo lugar
Deixa o rádio ligado
Tá na hora, é agora
Nossa música já vai tocar
Não atende o telefone
Tá online, não responde
E eu aqui tão só
Outra vez o desespero
Arrebenta o meu peito
Será que não vai ter dó?
Será que vai ficar pior?
Vai doer
E eu sei que não sou capaz de esquecer
O amor que você faz
Se antes eu bebia, tô bebendo mais
Vai doer
E eu sei que não sou capaz de esquecer
O amor que você faz
Se antes eu bebia, tô bebendo mais
Tá doendo demais
Ai, ai, ai ai
Tá doendo demais
Ai, ai, ai, ai"
7445,A Noite Mais Linda Do Mundo (A Felicidade),Odair José,"Vamos fazer dessa noite
A noite mais linda do mundo
Vamos viver nessa noite
A vida inteira num segundo
Felicidade
Não existe
O que existe na vida
São momentos felizes
Vamos fazer dessa noite
A noite mais linda do mundo
Vamos viver nessa noite
A vida inteira num segundo
Felicidade
Não existe
O que existe na vida
São momentos felizes
A gente pode ser feliz
Viver a vida sem sofrer
É não pensar no que vai ser, oh!
Não me pergunte se amanhã
O nosso amor vai existir
Não me pergunte
Pois não sei"
7446,We Can Make It Happen Again,The Stylistics,"Take me in your arms like you used to do
Make me live again like before
There is nothing else that I asked of you
Then just to be the one you loved once more
We can make it happen
Happen again
We can make it
We can make it again
We can turn the clock back
Baby, and then, we can make it
We can make it again
Remember, remember how we laughted together
Cryied together
The grated things we tryied together
Remember, you said that you'd be mine forever
Never thought that it would ever end
We can make it
We can make it again
We can make it
We can make it again
Touch me in the night like you used to do
Make me feel your love like before
Every part of me wants to be with you
So take my heart and take my soul
Once more
We can make it happen
Happen again
We can make it
We can make it again
We can turn the clock back
Baby, and then, we can make it
We can make it again"
7447,Beleza Que É Você Mulher,Benito Di Paula,"La laia laia la laia
Vem mulher, pra ser a namorada
No meu samba e no compasso
Vem sambar
Vou agradecendo em cada verso
Seu sorriso e seu gingado
Vem sambar
Vem com toda a sua calma
Aumentando a ilusão
Eu esqueço a tristeza
Me perco nessa beleza
Que e você mulher
Você mulher de corpo e alma
Estremece a minha calma
La laia laia la laia
Vem mulher, pra ser a namorada
No meu samba e no compasso
Vem sambar
Vou agradecendo em cada verso
Seu sorriso e seu gingado
Vem sambar
Vem com toda a sua calma
Aumentando a ilusão
Eu esqueço a tristeza
Me perco nessa beleza
Que e você mulher
Você mulher de corpo e alma
Estremece a minha calma"
7448,She,Elvis Costello,"She
May be the face I can't forget
A trace of pleasure or regret
May be my treasure or the price I have to pay
She may be the song that Summer sings
May be the chill that Autumn brings
May be a hundred different things
Within the measure of a day
She
May be the beauty or the beast
May be the famine or the feast
May turn each day into a Heaven or a Hell
She may be the mirror of my dreams
A smile reflected in a stream
She may not be what she may seem
Inside her shell
She who always seems so happy in a crowd
Whose eyes can be so private and so proud
No one's allowed to see them when they cry
She may be the love that cannot hope to last
May come to me from shadows of the past
That I'll remember till the day I die
She
May be the reason I survive
The why and wherefore I'm alive
The one I'll care for through the rough and ready years
Me, I'll take her laughter and her tears
And make them all my souvenirs
For where she goes I've got to be
The meaning of my life is
She, she, she"
7449,Hello Old Friend,Eric Clapton,"As I am strolling down the garden path,
I saw a flower glowing in the dark.
It looked so pretty and it was unique;
I had to bend down just to have a peek.
Hello old friend,
It's really good to see you once again.
Hello old friend,
It's really good to see you once again.
I saw you walking underneath the stars;
I couldn't stop 'cause I was in a car.
I'm sure the distance wouldn't be too far
If I got out and walked to where you are.
Chorus
An old man passed me on the street today;
I thought I knew him but I couldn't say.
I stopped to think if I could place his frame.
When he tipped his hat I knew his name.
Chorus
Chorus"
7450,Noi Due Per Sempre,Wess & Dori Ghezzi,"D'un tratto sei così diversa
Come sei strana stasera
Ragioni come se non fossi
Quello che sono
D'accordo, ma l'amore è un sentimento
Dimensione non ne ha
Primo fiore tu sei (che dolce inganno)
Ho bisogno di te (non sei sincero)
Senza te morirei (ti amo)
Ti amo
È noi due per sempre
Nasce il nostro giorno
È noi due per sempre
Basta stare nascosti qui
Sogni insieme
Oggi come allora
Come il primo giorno
È noi due per sempre
Hum
Da quanto mi hai cambiata dentro
Nei tuoi pensieri cammino
Come un'idea mi porto adosso
Quello che sei
Per quanto tu mi resterai accanto
La risposta non la so
Primo fiore tu sei (che dolce inganno)
Ho bisogno di te (non sei sincero)
Senza te morirei (ti amo)
Ti amo
È noi due per sempre
Nasce il nostro giorno
È noi due per sempre
Basta stare nascosti qui
Sogni insieme
Oggi come allora
Come il primo giorno
È noi due per sempre
Hum"
7451,Lady It's Time To Go,Stu Nunnery,"I don't know what to do but I have a few ideas
I'd like to play with
I finally have the option to destroy or salvage
Something I have gained
And I'm no longer tempted
Feel exempted from the pressures of a life time
So, I'll have my fantasies and let them take me
Where they'd like to go
I am content to have my bad days
No longer need to hide the pain
Lady it's time to go
I always knew the secret but I'd keep it to myself
Until it killed us
For when I was alone with you I'd trouble finding
words enough to say
You never really changed it, the arrangement wasn't
What I had in mind
And even though I loved you I had friends and time
I needed even more
Life is ahead for you and me
We have to be alone to see
Lady it's time to go"
7452,Let's Put It All Together,The Stylistics,"Your arms around me are tender and warm
My arms are meant to hold you
Your arms and my arms
What more is there to say
Let's put it all together
Let's put it all together
Let's put it all together
Girl, 'cause lovin is all there is
Your lips can thrill me just touching my cheek
My lips are meant to kiss you
Your lips and my lips
What more is there to say
Let's put it all together
Let's put it all together
Let's put it all together
Girl, 'cause lovin is all there is
Love like this never happened before
Perfect and true
Day by day we've been feeling it more
You love me (you love me) and I love you
Let's put it all together
Let's put it all together
Let's put it all together
Girl"
7453,Eu Quero Apenas Carinho,José Augusto,"Na minha vida tudo está mudado
Depois do dia que eu amei você
Tentei criar pra mim um novo mundo
E todas as tristezas esquecer
Não sei por que os outros não entendem
E acham tão errado o nosso amor
Será porque ainda sou tão jovem
Não tenho o direito de amar?
Eu quero apenas carinho
O sol brilhando pra mim
Não quero viver mais sozinho
Por que tudo está contra mim?
Eu quero apenas carinho
O sol brilhando pra mim
Não quero viver mais sozinho
Por que tudo está contra mim?
Hoje eu ainda não sou nada
Não tenho muito pra lhe oferecer
Mas de uma coisa eu tenho certeza
Sei que algum dia eu vou vencer
Dizem que vivendo é que se aprende
E eu junto de você vou aprender
E vou mostrar assim ao mundo inteiro
O quanto vale ter um grande amor.
Eu quero apenas carinho
O sol brilhando pra mim
Não quero viver mais sozinho
Por que tudo está contra mim?
Eu quero apenas carinho
O sol brilhando pra mim
Não quero viver mais sozinho
Por que tudo está contra mim?"
7454,The Way We Were,Barbra Streisand,"Mem'ries light the corners of my mind
Misty water-colored mem'ries
Of the way we were
Scattered pictures of the smiles we left behind
Smiles we gave to one another
For the way we were
Can it be that it was all so simple then
Or has time rewritten every line
If we had the chance to do it all again
Tell me, would we? Could we?
Mem'ries may be beautiful and yet
What's too painful to remember
We simply choose to forget
So it's the laughter we will remember
Whenever we remember the way we were
The way we were"
7455,Everybody's Gotta Live,Love,"Everybody's gotta live
And everybody's gonna die
Everybody's gotta live
I think you know the reason why
Sometimes the going gets so good
Then again it gets pretty rough
But when I have you in my arms baby
You know I just can't, I just can't get enough
(Oh, yeah)
Everybody's gotta live
And everybody's gonna die
Everybody's try to have a good time
I think you, I think you know the reason why
I saw a blind man standing on the corner yesterday baby
He couldn't hardly tie his shoes
But he had a harmonica and a guitar strapped around his neck
And he sure could
He sure could play the blues
(Oh, yeah)
Everybody's gotta live
And everybody's gonna die
Everybody's try to have a good time
I think you know the reason why
I feel like I've seen just about a million sunsets
She said if your with me I'll never go away
That's when I stopped and took another look at my baby
She said if your with me I'll never go away
(Because)
Everybody's gotta live
And everybody's gonna die
Everybody's gotta live
Before you know the reason why
I had a dream the other night baby
I dreamt that I was all alone
But when I woke up I took another look around my self
And I was surrounded by fifty million strong
(Oh, yeah)
Everybody's gotta live
And everybody's gonna die
Everybody's gotta live
I think you know the reason why
Everybody's gotta live
And everybody's gonna die
Everybody's gotta live
(You gotta live!)
And everybody's gonna
(Choking sounds) die"
7456,Angie,The Rolling Stones,"Angie, Angie
When will those clouds all disappear?
Angie, Angie
Where will it lead us from here?
With no loving in our souls
And no money in our coats
You can't say we're satisfied
But Angie, Angie
You can't say we never tried
Angie, you're beautiful
But ain't it time we said goodbye?
Angie, I still love you
Remember all those nights we cried
All the dreams we held so close
Seemed to all go up in smoke
Let me whisper in your ear
Angie, Angie
Where will it lead us from here?
Oh, Angie, don't you weep
All your kisses still taste sweet
I hate that sadness in your eyes
But Angie, Angie
Ain't it time we say goodbye?
With no loving in our souls
And no money in our coats
You can't say we're satisfied
But Angie, I still love you, baby
Everywhere I look I see your eyes
There ain't a woman that comes close to you
Come on baby, dry your eyes
But Angie, Angie
Ain't it good to be alive?
Angie, Angie
They can't say we never tried"
